wp  , n1 , Pnd, Np1, Helix, Np2, Pnd2, Helix2, sigma_bend_stage1 , percent_diff_bend_stage1, sigma_contact_stage1, percent_diff_contact_stage1, sigma_bend_stage2 , percent_diff_bend_stage2, sigma_contact_stage2, percent_diff_contact_stage2, combined_metric
1390, 3.8,  10,  18,    25,  44,   10,     25, 17.655280773873415,        70.40944955053816,   127.97930618193297,        0.9817956660043673  , 29.75261617207188 ,      21.28659994289481  ,   129.07091316345347,        0.1324647958565374  ,  92.81030995529387
1410, 3.8,  10,  18,    25,  44,   10,     25, 17.421306721391332,        71.57544515154652,   127.1540745713381 ,        1.6286719148509887  , 29.735983229991046,      21.341884603160384 ,   128.667980408259  ,        0.4451317400221058  ,  94.99113340957999
1420, 3.9,  10,  18,    25,  44,   10,     25, 17.28798890085914 ,        72.24433469512655,   126.35393089105222,        2.259870960292255   , 29.757951181669043,      21.26887325918357  ,   129.20230543137401,        0.03071808338722776 ,  95.80379699798962
1430, 3.9,  10,  18,    25,  44,   10,     25, 17.175103952333703,        72.81328883523669,   125.95319239096123,        2.577483986454004   , 29.74984272299786 ,      21.29581642885816  ,   129.0030250448547 ,        0.18507613465451073 ,  96.87166538520336
1440, 3.9,  10,  18,    25,  44,   10,     25, 17.06375037906063 ,        73.3768593709303 ,   125.55656048110502,        2.892826012781392   , 29.741738681915216,      21.322751476556608 ,   128.8062708502523 ,        0.3377113501376989  ,  97.930148210406
1450, 3.1,  10,  18,    25,  42,   10,     25, 17.102085722336543,        73.18257809086937,   128.95110589600236,        0.2253306516362208  , 31.107855503636884,      16.872995164839434 ,   128.80217881664456,        0.3408882815124094  ,  90.62179218885744
1460, 3.1,  10,  18,    25,  42,   10,     25, 16.992754609852472,        73.73739251465419,   128.55071926020383,        0.5363074192164516  , 31.10448659121459 ,      16.883748397929505 ,   128.63564027664518,        0.47026932827857826 ,  91.62771766007873
1470, 3.1,  10,  18,    25,  42,   10,     25, 16.88487618844132 ,        74.28704837212605,   128.15435151811414,        0.8451156945084418  , 31.101118408404925,      16.894500368232197 ,   128.47119860214133,        0.5981854263107637  ,  92.62484986117745
1480, 3.2,  10,  18,    25,  42,   10,     25, 16.760109533634118,        74.9255113573922 ,   127.19588373431816,        1.5957987454004305  , 31.113331543061072,      16.855518467206107 ,   129.07738146615532,        0.12745349025717012 ,  93.5042820602559
1490, 3.2,  10,  18,    25,  42,   10,     25, 16.65516476821345 ,        75.46484667156452,   126.80907473310357,        1.900343725901087   , 31.11006674904119 ,      16.865937669246396 ,   128.91262882704473,        0.2551735558272176  ,  94.4863016225392
1510, 3.2,  10,  18,    25,  42,   10,     25, 16.449347448918168,        76.52875756263157,   126.04680812857232,        2.5031977663654237  , 31.103539216064586,      16.886772517202758 ,   128.5891808475353 ,        0.5063927103919494  ,  96.4251205565917
1520, 3.3,  10,  18,    25,  42,   10,     25, 16.330598910485843,        77.146339481838  ,   125.1440831674666 ,        3.2218089775262264  , 31.11531053961908 ,      16.84920322228043  ,   129.17823660330208,        0.049348609486640584,  97.2667002911313
1530, 3.3,  10,  18,    25,  42,   10,     25, 16.231070176569016,        77.66609286650731,   124.77368371767714,        3.5181420429843264  , 31.112144265955095,      16.859307405119413 ,   129.01723393353603,        0.17406236597278932 ,  98.21760468058383
1540, 3.3,  10,  18,    25,  42,   10,     25, 16.132803371135672,        78.18117237264812,   124.40683245902441,        3.81248949116032    , 31.108978636621416,      16.86941047315159  ,   128.85816463639526,        0.2974313202360555  ,  99.16050365719609
1550, 3.3,  10,  18,    25,  42,   10,     25, 16.035774399910103,        78.69164205626153,   124.04347263259838,        4.104876062072696   , 31.10581365142139 ,      16.879512426561423 ,   128.7009938198619 ,        0.4194773210362152  , 100.09550786593185
1560, 2.5,  10,  18,    25,  40,   10,     25, 16.129480855134574,        78.19862121577134,   128.9404276507236 ,        0.23361183177375164 , 32.69598235545133 ,      11.91987119289467  ,   128.92347144330563,        0.2467630972597441  ,  90.59886733769952
1570, 2.5,  10,  18,    25,  40,   10,     25, 16.033732659199696,        78.70240378640804,   128.56873145370966,        0.5222967581636275  , 32.69181848877441 ,      11.932561818594209 ,   128.79608293588183,        0.3456211261877697  ,  91.50288348935365
1580, 2.4,  10,  18,    25,  40,   10,     25, 15.974412384461786,        79.01543594006964,   129.0821478896802 ,        0.1237608730160761  , 32.660276982101784,      12.028743355539854 ,   127.8774589379173 ,        1.0614062955166443  ,  92.22934646414222
1590, 2.4,  10,  18,    25,  40,   10,     25, 15.880801730658563,        79.51085080285034,   128.71482893813692,        0.40872813023259635 , 32.65594911130312 ,      12.041947420774738 ,   127.75745804475427,        1.1552880045273848  ,  93.11681435838506
1610, 2.3,  10,  18,    25,  40,   10,     25, 15.731771943219293,        80.30320007010212,   128.9352380013478 ,        0.2376367498753521  , 32.617049827072854,      12.16070058371568  ,   126.73810965264329,        1.956316333135727   ,  94.65785373682888
1620, 2.3,  10,  18,    25,  40,   10,     25, 15.641325067721093,        80.7862748339985 ,   128.57528423303643,        0.5172002094017332  , 32.612545759502005,      12.174459359484448 ,   126.62655045378966,        2.044369690273978   ,  95.52230409315867
1630, 2.2,  10,  18,    25,  40,   10,     25, 15.586502653407823,        81.07989147116393,   129.23760034259607,        0.003404258903287722, 32.57471979971928 ,      12.290078465980546 ,   125.73743236944598,        2.748902213788093   ,  96.12227640983586
1640, 2.2,  10,  18,    25,  40,   10,     25, 15.49800617297779 ,        81.55515677747024,   128.8813018855245 ,        0.27947737522392563 , 32.57002324451901 ,      12.304442785657809 ,   125.63265934527892,        2.832247555714426   ,  96.97132449406641
1650, 2.2,  10,  18,    25,  40,   10,     25, 15.410556428869826,        82.02638209501094,   128.52818805365484,        0.5538359200766585  , 32.56532804340258 ,      12.318804907072032 ,   125.52908775347483,        2.9147045524395643  ,  97.8137274745992
1660, 2.2,  10,  18,    25,  40,   10,     25, 15.324134764740764,        82.49361977100362,   128.17821128771894,        0.8264997584762717  , 32.560634195784495,      12.33316483072776  ,   125.42669696616952,        2.996287395570492   ,  98.64957175577815
1670, 2.1,  10,  18,    25,  40,   10,     25, 15.27264402879512 ,        82.7727405279104 ,   128.92815827084783,        0.24312781248939389 , 32.51867328537364 ,      12.461622512332383 ,   124.55952313105558,        3.6898729457399777  ,  99.16736379847215
1680, 2.1,  10,  18,    25,  40,   10,     25, 15.188036396743373,        83.23258094645485,   128.58136663052503,        0.512469740899543   , 32.51377003343875 ,      12.476643301468044 ,   124.46351559484752,        3.766953504300964   ,  99.9886474931234
1690, 2.1,  10,  18,    25,  40,   10,     25, 15.1044056494585  ,        83.68858415417006,   128.2376009651054 ,        0.7801775605755343  , 32.50886825993166 ,      12.49166168463174  ,   124.36858609427448,        3.8432259321493167  , 100.80364933152666
1710, 4.7,  10,  16,    25,  44,   10,     25, 16.337821579487233,        77.10869737986883,   128.9071379168025 ,        0.25943304393711636 , 29.758814043780383,      21.266006486405946 ,   129.22365617374655,        0.014194401318147422,  98.64833131153004
1720, 4.7,  10,  16,    25,  44,   10,     25, 16.249249673506323,        77.571011444346  ,   128.56781209864096,        0.5230118247796416  , 29.752085046049643,      21.288364875499646 ,   129.05789033344882,        0.14255497074620646 ,  99.52494311537149
1730, 4.7,  10,  16,    25,  44,   10,     25, 16.16167742579698 ,        78.02962673667483,   128.2313792695412 ,        0.7850292976508411  , 29.74535909072337 ,      21.310717671532633 ,   128.89387321504907,        0.2697236773913262  , 100.39509738324962
1740, 1.9,  10,  18,    25,  38,   10,     25, 14.766061587702188,        85.54851662922933,   129.02898565440566,        0.1649541430715468  , 34.33310097684179 ,       7.045325890704572 ,   129.06454717577972,        0.13739707813097718 ,  92.89619374113641
1750, 1.9,  10,  18,    25,  38,   10,     25, 14.687599232809704,        85.98332591476914,   128.69611722288593,        0.4232664663845386  , 34.32767817708236 ,       7.061102162170897 ,   128.97869245070115,        0.20393992967787739 ,  93.67163447300244
1760, 1.9,  10,  18,    25,  38,   10,     25, 14.610006521075853,        86.41462017264304,   128.36603726815477,        0.6800740699975869  , 34.32225709007899 ,       7.076875854063585 ,   128.89376864468582,        0.26980480631763726 ,  94.44137490302185
1770, 1.9,  10,  18,    25,  38,   10,     25, 14.533268919470208,        86.84244271795409,   128.03870674110013,        0.9353933096201636  , 34.31683771502037 ,       7.092646967015254 ,   128.80976065676631,        0.3350020493048255  ,  95.20548504389433
1780, 1.8,  10,  18,    25,  38,   10,     25, 14.489770363418707,        87.08552113152682,   129.12137122915053,        0.09337915841210695 , 34.25958738806495 ,       7.259399998341642 ,   127.95038550899935,        1.0043955916070066  ,  95.44269587988758
1790, 1.8,  10,  18,    25,  38,   10,     25, 14.414532440979537,        87.5069393109185 ,   128.7958779191124 ,        0.34578030519026165 , 34.25836590009557 ,       7.262960752406915 ,   127.87211766831517,        1.0655831302519214  ,  96.18126349876759
1810, 1.8,  10,  18,    25,  38,   10,     25, 14.26648899173226 ,        88.33977423985526,   128.15285231770957,        0.846285520074078   , 34.25592318544304 ,       7.27008186585673  ,   127.71806517609795,        1.1861258074149905  ,  97.64226743320106
1820, 1.8,  10,  18,    25,  38,   10,     25, 14.19365711170657 ,        88.75127138866746,   127.8352477149402 ,        1.0944199049615397  , 34.25470195874127 ,       7.273642225255815 ,   127.64225433825472,        1.2454991964114657  ,  98.36483271529629
1830, 1.7,  10,  18,    25,  38,   10,     25, 14.153318145205619,        88.9796907142091 ,   129.05961460286494,        0.1412189369512577  , 34.24034112109661 ,       7.315518931445662 ,   126.80674360190756,        1.902181876649749   ,  98.33861045925578
1840, 1.7,  10,  18,    25,  38,   10,     25, 14.081865942530898,        89.3851769115773 ,   128.74331960523895,        0.38659594702838396 , 34.23904923630659 ,       7.319286942387243 ,   126.73629744173802,        1.9577460927774817  ,  99.0488058937704
1850, 1.7,  10,  18,    25,  38,   10,     25, 14.01116688102204 ,        89.78751064307204,   128.4295447987503 ,        0.6306130557677558  , 34.237757448998266,       7.323054805962234 ,   126.66658218132622,        2.012763930557777   ,  99.7539424353598
1860, 1.7,  10,  18,    25,  38,   10,     25, 13.941208985948592,        90.18672926945774,   128.11825660294198,        0.8732843306041072  , 34.23646575916062 ,       7.326822522179224 ,   126.59758648040238,        2.067243428569387   , 100.45407955081046
1870, 1.7,  10,  18,    25,  38,   10,     25, 13.871980536246474,        90.5828695569586 ,   127.80942206240192,        1.1146236236345701  , 34.23517416678261 ,       7.3305900910469095,   126.5292992325474 ,        2.121192468108941   , 101.14927573974903
1880, 1.6,  10,  18,    25,  38,   10,     25, 13.850130648534067,        90.70812402786636,   129.19711039373573,        0.03473901933486245 , 34.21871490215771 ,       7.378613681746065 ,   125.71631518837826,        2.7656950972685443  , 100.88717182621583
1890, 1.6,  10,  18,    25,  38,   10,     25, 13.782097707244894,        91.09881529556668,   128.88904723480687,        0.2734678908051402  , 34.2173440111235  ,       7.3826145670292584,   125.65305143648638,        2.816020588307019   , 101.57091834170811
1910, 3.1,  10,  16,    25,  40,   10,     25, 14.970986541373206,        84.4191098831848 ,   129.0514517222628 ,        0.14754402519044196 , 32.70417886835598 ,      11.894894314970642 ,   129.1786667702295 ,        0.049015607429563665,  96.51056383077545
1920, 3.1,  10,  16,    25,  40,   10,     25, 14.898443007888046,        84.81789744589162,   128.74788493977928,        0.3830499481295906  , 32.70081914481786 ,      11.905131542567684 ,   129.07334286934864,        0.1305823562610898  ,  97.23666129284999
1930, 3  ,  10,  16,    25,  40,   10,     25, 14.855604049567688,        85.05391811835878,   129.0592665215833 ,        0.141488642992318   , 32.67586681982644 ,      11.98119335597727  ,   128.3215512997794 ,        0.7147352143388293  ,  97.8913353316672
1940, 3  ,  10,  16,    25,  40,   10,     25, 14.784377109194962,        85.44720907078222,   128.75888196726754,        0.37450882264328217 , 32.672401125386   ,      11.991762101420864 ,   128.2211910541798 ,        0.7929746707795419  ,  98.6064546656259
1950, 2.9,  10,  16,    25,  40,   10,     25, 14.742669932928736,        85.67800611637495,   129.11009592022725,        0.10211187124525355 , 32.645656373222884,      12.073356533360066 ,   127.47756817835295,        1.3745986207184786  ,  99.22807314169874
1960, 2.9,  10,  16,    25,  40,   10,     25, 14.67272074340511 ,        86.06592638787492,   128.8127289808442 ,        0.33269765747067    , 32.64207781112773 ,      12.084278981597892 ,   127.38202776503056,        1.44956982490545    ,  99.93247285184894
1970, 2.8,  10,  16,    25,  40,   10,     25, 14.632111323534344,        86.29161955080806,   129.2072683310446 ,        0.026876972165318456, 32.61334996604833 ,      12.17200258306933  ,   126.64637634463777,        2.028715561402725   , 100.51921466744542
1980, 2.8,  10,  16,    25,  40,   10,     25, 14.563402573904193,        86.67429119164262,   128.91275187420035,        0.2550781059882104  , 32.6096509443038  ,      12.183303222457324 ,   126.55551737999903,        2.100475913540681   , 101.21314843362883
1990, 2.8,  10,  16,    25,  40,   10,     25, 14.495367307180658,        87.05422122639402,   128.6204170463184 ,        0.48210434137823993 , 32.60595276155375 ,      12.194602502125013 ,   126.46552026400882,        2.1716058511885445  , 101.90253392108582
2010, 2.7,  10,  16,    25,  40,   10,     25, 14.389504977312562,        87.64739601343364,   128.77308101881843,        0.3634818393792716  , 32.57106680641219 ,      12.301250904609528 ,   125.65583767639357,        2.8138036448620176  , 103.12593240228446
2020, 2.7,  10,  16,    25,  40,   10,     25, 14.323301308810718,        88.0196003220426 ,   128.48549846801387,        0.5870553483682732  , 32.56724073969827 ,      12.312953937749054 ,   125.57113989095585,        2.8812172799370095  , 103.80082688809694
2030, 2.6,  10,  16,    25,  40,   10,     25, 14.28581276049782 ,        88.23079253124334,   128.97999194044507,        0.20293241298777032 , 32.533580705365786,      12.415967654815383 ,   124.85804573350157,        3.4505733785630897  , 104.30026597760957
2040, 2.6,  10,  16,    25,  40,   10,     25, 14.220744073413734,        88.59809405410779,   128.6948358168902 ,        0.4242621503647758  , 32.52961663990981 ,      12.428105925127122 ,   124.77767341437965,        3.5149455360000657  , 104.96540766559977
2050, 2.6,  10,  16,    25,  40,   10,     25, 14.156294386669854,        88.96282540490421,   128.4117299077585 ,        0.6444852108593333  , 32.52565354034201 ,      12.440242624643409 ,   124.69804444886161,        3.5787625075047527  , 105.62631574791169
2060, 2.5,  10,  16,    25,  40,   10,     25, 14.120263151830427,        89.16713412478646,   128.9633551414429 ,        0.21583197482830008 , 32.48908013284304 ,      12.55231146973915  ,   123.99568102010467,        4.143395215721323   , 106.07867278507524
2070, 2.5,  10,  16,    25,  40,   10,     25, 14.056900188859887,        89.52712418993463,   128.6824623860887 ,        0.43387711947516894 , 32.48496879453127 ,      12.56491689452288  ,   123.92021347202991,        4.204250274939267   , 106.73016847887195
2080, 2.5,  10,  16,    25,  40,   10,     25, 13.994131241788317,        89.88462426006666,   128.40355994274935,        0.6508476664119062  , 32.4808584966284  ,      12.577520624049093 ,   123.84543536083294,        4.264585186912214   , 107.37757773743986
2090, 2.4,  10,  16,    25,  40,   10,     25, 13.959493874810699,        90.08227939497546,   129.01813439805215,        0.1733644276687281  , 32.44100835495939 ,      12.699793781321365 ,   123.15346060209718,        4.824602933332009   , 107.78004053729755
2110, 2.4,  10,  16,    25,  40,   10,     25, 13.836608715563889,        90.78569260627066,   128.46625718790364,        0.6020317863006881  , 32.43246956220952 ,      12.726011867714007 ,   123.01255482651224,        4.939015018200199   , 109.05275127848554
2120, 2.3,  10,  16,    25,  38,   10,     25, 13.80330539616648 ,        90.97691376284726,   129.15058170093826,        0.07075922881372504 , 34.3269709816632  ,       7.063159746519931 ,   128.9675629653846 ,        0.21256922591375416 ,  98.32340196409467
2130, 2.3,  10,  16,    25,  38,   10,     25, 13.743146144049348,        91.32297467505704,   128.8773855824354 ,        0.2825161052834871  , 34.32249275390996 ,       7.076190095003539 ,   128.89744183254587,        0.2669550728149774  ,  98.94863594815905
2140, 2.3,  10,  16,    25,  38,   10,     25, 13.68353494463346 ,        91.66669585055402,   128.60607074067096,        0.49325888497231674 , 34.31801569444553 ,       7.08921868354834  ,   128.82794610947892,        0.3208850133563588  ,  99.57005843243104
2150, 2.3,  10,  16,    25,  38,   10,     25, 13.624464260347645,        92.00810141461038,   128.33661549434248,        0.702996639623909   , 34.313539802812784,       7.102245512510851 ,   128.75906744332767,        0.37436477411350616 , 100.18770834085863
2160, 2.2,  10,  16,    25,  38,   10,     25, 13.592855457453304,        92.19111646567042,   129.09836876088838,        0.11119535038254416 , 34.265193323064175,       7.243059731646778 ,   128.05122399725423,        0.9256178489632293  , 100.47098939666297
2170, 2.2,  10,  16,    25,  38,   10,     25, 13.534728585470328,        92.52827072837316,   128.83043265385317,        0.31895490883278566 , 34.26052840230839 ,       7.256656935400361 ,   127.9862405341622 ,        0.9763776039754141  , 101.0802601765817
2180, 2.2,  10,  16,    25,  38,   10,     25, 13.477121462353958,        92.86317883012228,   128.56430760606966,        0.5257376363078352  , 34.25914320054344 ,       7.260694833224317 ,   127.92182734827263,        1.0267172217338902  , 101.67632852138833
2190, 2.2,  10,  16,    25,  38,   10,     25, 13.420027070896117,        93.19586359264139,   128.29997312753014,        0.7315521124810039  , 34.258143820731824,       7.263608148101929 ,   127.85797694690288,        1.0766419114716161  , 102.26766576469592
2210, 2.1,  10,  16,    25,  38,   10,     25, 13.333817064095507,        93.69963762740804,   128.88513942112277,        0.2764998517223062  , 34.24563271417425 ,       7.3000864918197355,   127.10311251683694,        1.6687562030444894  , 102.94498017399458
2220, 2.1,  10,  16,    25,  38,   10,     25, 13.278109432305412,        94.0260907502257 ,   128.6238092117943 ,        0.4794670453560895  , 34.24458657189432 ,       7.30313728637778  ,   127.04350110351417,        1.7156638881399997  , 103.52435897009957
